,index,filepaths,labels,data set,class_index
10183,10183,train/CASPIAN TERN/148.jpg,CASPIAN TERN,train,70
10184,10184,train/CASPIAN TERN/149.jpg,CASPIAN TERN,train,70
10185,10185,train/CASPIAN TERN/150.jpg,CASPIAN TERN,train,70
10186,10186,train/CASPIAN TERN/151.jpg,CASPIAN TERN,train,70
10187,10187,train/CASPIAN TERN/152.jpg,CASPIAN TERN,train,70
10188,10188,train/CASPIAN TERN/153.jpg,CASPIAN TERN,train,70
10189,10189,train/CASPIAN TERN/154.jpg,CASPIAN TERN,train,70
10190,10190,train/CASPIAN TERN/155.jpg,CASPIAN TERN,train,70
10191,10191,train/CASPIAN TERN/156.jpg,CASPIAN TERN,train,70
10192,10192,train/CASPIAN TERN/157.jpg,CASPIAN TERN,train,70
10193,10193,train/CASPIAN TERN/158.jpg,CASPIAN TERN,train,70
10194,10194,train/CASPIAN TERN/159.jpg,CASPIAN TERN,train,70
10195,10195,train/CASPIAN TERN/161.jpg,CASPIAN TERN,train,70
10196,10196,train/CASPIAN TERN/162.jpg,CASPIAN TERN,train,70
10197,10197,train/CASPIAN TERN/163.jpg,CASPIAN TERN,train,70
10198,10198,train/CASPIAN TERN/164.jpg,CASPIAN TERN,train,70
10199,10199,train/CASPIAN TERN/166.jpg,CASPIAN TERN,train,70
10200,10200,train/CASPIAN TERN/167.jpg,CASPIAN TERN,train,70
10201,10201,train/CASPIAN TERN/168.jpg,CASPIAN TERN,train,70
10202,10202,train/CASPIAN TERN/169.jpg,CASPIAN TERN,train,70
10203,10203,train/CASPIAN TERN/170.jpg,CASPIAN TERN,train,70
10204,10204,train/CASPIAN TERN/171.jpg,CASPIAN TERN,train,70
10205,10205,train/CASPIAN TERN/172.jpg,CASPIAN TERN,train,70
10206,10206,train/CASPIAN TERN/173.jpg,CASPIAN TERN,train,70
10207,10207,train/CASPIAN TERN/174.jpg,CASPIAN TERN,train,70
10208,10208,train/CASPIAN TERN/175.jpg,CASPIAN TERN,train,70
10209,10209,train/CASPIAN TERN/176.jpg,CASPIAN TERN,train,70
10210,10210,train/CASPIAN TERN/177.jpg,CASPIAN TERN,train,70
10211,10211,train/CASPIAN TERN/178.jpg,CASPIAN TERN,train,70
10212,10212,train/CASPIAN TERN/179.jpg,CASPIAN TERN,train,70
10213,10213,train/CASPIAN TERN/180.jpg,CASPIAN TERN,train,70
10214,10214,train/CASPIAN TERN/181.jpg,CASPIAN TERN,train,70
10215,10215,train/CASPIAN TERN/182.jpg,CASPIAN TERN,train,70
10216,10216,train/CASPIAN TERN/183.jpg,CASPIAN TERN,train,70
10217,10217,train/CASPIAN TERN/184.jpg,CASPIAN TERN,train,70
10218,10218,train/CASPIAN TERN/185.jpg,CASPIAN TERN,train,70
10219,10219,train/CASPIAN TERN/186.jpg,CASPIAN TERN,train,70
10220,10220,train/CASPIAN TERN/187.jpg,CASPIAN TERN,train,70
10221,10221,train/CASPIAN TERN/188.jpg,CASPIAN TERN,train,70
10222,10222,train/CASPIAN TERN/189.jpg,CASPIAN TERN,train,70
10223,10223,train/CASPIAN TERN/190.jpg,CASPIAN TERN,train,70
10224,10224,train/CASPIAN TERN/191.jpg,CASPIAN TERN,train,70
10225,10225,train/CASPIAN TERN/192.jpg,CASPIAN TERN,train,70
10226,10226,train/CASPIAN TERN/193.jpg,CASPIAN TERN,train,70
10227,10227,train/CASPIAN TERN/194.jpg,CASPIAN TERN,train,70
10228,10228,train/CASPIAN TERN/195.jpg,CASPIAN TERN,train,70
10229,10229,train/CASPIAN TERN/196.jpg,CASPIAN TERN,train,70
10230,10230,train/CASPIAN TERN/197.jpg,CASPIAN TERN,train,70
10231,10231,train/CASPIAN TERN/198.jpg,CASPIAN TERN,train,70
10232,10232,train/CASPIAN TERN/199.jpg,CASPIAN TERN,train,70
10233,10233,train/CASPIAN TERN/200.jpg,CASPIAN TERN,train,70
10234,10234,train/CASPIAN TERN/201.jpg,CASPIAN TERN,train,70
10235,10235,train/CASPIAN TERN/202.jpg,CASPIAN TERN,train,70
10236,10236,train/CASPIAN TERN/203.jpg,CASPIAN TERN,train,70
10237,10237,train/CASPIAN TERN/204.jpg,CASPIAN TERN,train,70
10238,10238,train/CASPIAN TERN/205.jpg,CASPIAN TERN,train,70
10239,10239,train/CASPIAN TERN/206.jpg,CASPIAN TERN,train,70
10240,10240,train/CASPIAN TERN/207.jpg,CASPIAN TERN,train,70
10241,10241,train/CASPIAN TERN/208.jpg,CASPIAN TERN,train,70
10242,10242,train/CASPIAN TERN/209.jpg,CASPIAN TERN,train,70
10243,10243,train/CASPIAN TERN/210.jpg,CASPIAN TERN,train,70
10244,10244,train/CASPIAN TERN/211.jpg,CASPIAN TERN,train,70
10245,10245,train/CASPIAN TERN/212.jpg,CASPIAN TERN,train,70
10246,10246,train/CASPIAN TERN/213.jpg,CASPIAN TERN,train,70
10247,10247,train/CASPIAN TERN/214.jpg,CASPIAN TERN,train,70
10248,10248,train/CASPIAN TERN/215.jpg,CASPIAN TERN,train,70
10249,10249,train/CASSOWARY/001.jpg,CASSOWARY,train,71
10250,10250,train/CASSOWARY/002.jpg,CASSOWARY,train,71
10251,10251,train/CASSOWARY/003.jpg,CASSOWARY,train,71
10252,10252,train/CASSOWARY/004.jpg,CASSOWARY,train,71
10253,10253,train/CASSOWARY/005.jpg,CASSOWARY,train,71
10254,10254,train/CASSOWARY/006.jpg,CASSOWARY,train,71
10255,10255,train/CASSOWARY/007.jpg,CASSOWARY,train,71
10256,10256,train/CASSOWARY/008.jpg,CASSOWARY,train,71
10257,10257,train/CASSOWARY/009.jpg,CASSOWARY,train,71
10258,10258,train/CASSOWARY/010.jpg,CASSOWARY,train,71
10259,10259,train/CASSOWARY/011.jpg,CASSOWARY,train,71
10260,10260,train/CASSOWARY/012.jpg,CASSOWARY,train,71
10261,10261,train/CASSOWARY/013.jpg,CASSOWARY,train,71
10262,10262,train/CASSOWARY/014.jpg,CASSOWARY,train,71
10263,10263,train/CASSOWARY/015.jpg,CASSOWARY,train,71
10264,10264,train/CASSOWARY/016.jpg,CASSOWARY,train,71
10265,10265,train/CASSOWARY/017.jpg,CASSOWARY,train,71
10266,10266,train/CASSOWARY/018.jpg,CASSOWARY,train,71
10267,10267,train/CASSOWARY/019.jpg,CASSOWARY,train,71
10268,10268,train/CASSOWARY/020.jpg,CASSOWARY,train,71
10269,10269,train/CASSOWARY/021.jpg,CASSOWARY,train,71
10270,10270,train/CASSOWARY/022.jpg,CASSOWARY,train,71
10271,10271,train/CASSOWARY/023.jpg,CASSOWARY,train,71
10272,10272,train/CASSOWARY/024.jpg,CASSOWARY,train,71
10273,10273,train/CASSOWARY/025.jpg,CASSOWARY,train,71
10274,10274,train/CASSOWARY/026.jpg,CASSOWARY,train,71
10275,10275,train/CASSOWARY/027.jpg,CASSOWARY,train,71
10276,10276,train/CASSOWARY/028.jpg,CASSOWARY,train,71
10277,10277,train/CASSOWARY/029.jpg,CASSOWARY,train,71
10278,10278,train/CASSOWARY/030.jpg,CASSOWARY,train,71
10279,10279,train/CASSOWARY/031.jpg,CASSOWARY,train,71
10280,10280,train/CASSOWARY/032.jpg,CASSOWARY,train,71
10281,10281,train/CASSOWARY/033.jpg,CASSOWARY,train,71
10282,10282,train/CASSOWARY/034.jpg,CASSOWARY,train,71
10283,10283,train/CASSOWARY/035.jpg,CASSOWARY,train,71
10284,10284,train/CASSOWARY/036.jpg,CASSOWARY,train,71
10285,10285,train/CASSOWARY/037.jpg,CASSOWARY,train,71
10286,10286,train/CASSOWARY/038.jpg,CASSOWARY,train,71
10287,10287,train/CASSOWARY/039.jpg,CASSOWARY,train,71
10288,10288,train/CASSOWARY/040.jpg,CASSOWARY,train,71
10289,10289,train/CASSOWARY/041.jpg,CASSOWARY,train,71
10290,10290,train/CASSOWARY/042.jpg,CASSOWARY,train,71
10291,10291,train/CASSOWARY/043.jpg,CASSOWARY,train,71
10292,10292,train/CASSOWARY/044.jpg,CASSOWARY,train,71
10293,10293,train/CASSOWARY/045.jpg,CASSOWARY,train,71
10294,10294,train/CASSOWARY/046.jpg,CASSOWARY,train,71
10295,10295,train/CASSOWARY/047.jpg,CASSOWARY,train,71
10296,10296,train/CASSOWARY/048.jpg,CASSOWARY,train,71
10297,10297,train/CASSOWARY/049.jpg,CASSOWARY,train,71
10298,10298,train/CASSOWARY/050.jpg,CASSOWARY,train,71
10299,10299,train/CASSOWARY/051.jpg,CASSOWARY,train,71
10300,10300,train/CASSOWARY/052.jpg,CASSOWARY,train,71
10301,10301,train/CASSOWARY/053.jpg,CASSOWARY,train,71
10302,10302,train/CASSOWARY/054.jpg,CASSOWARY,train,71
10303,10303,train/CASSOWARY/055.jpg,CASSOWARY,train,71
10304,10304,train/CASSOWARY/056.jpg,CASSOWARY,train,71
10305,10305,train/CASSOWARY/057.jpg,CASSOWARY,train,71
10306,10306,train/CASSOWARY/058.jpg,CASSOWARY,train,71
10307,10307,train/CASSOWARY/059.jpg,CASSOWARY,train,71
10308,10308,train/CASSOWARY/060.jpg,CASSOWARY,train,71
10309,10309,train/CASSOWARY/061.jpg,CASSOWARY,train,71
10310,10310,train/CASSOWARY/062.jpg,CASSOWARY,train,71
10311,10311,train/CASSOWARY/063.jpg,CASSOWARY,train,71
10312,10312,train/CASSOWARY/064.jpg,CASSOWARY,train,71
10313,10313,train/CASSOWARY/065.jpg,CASSOWARY,train,71
10314,10314,train/CASSOWARY/066.jpg,CASSOWARY,train,71
10315,10315,train/CASSOWARY/067.jpg,CASSOWARY,train,71
10316,10316,train/CASSOWARY/068.jpg,CASSOWARY,train,71
10317,10317,train/CASSOWARY/069.jpg,CASSOWARY,train,71
10318,10318,train/CASSOWARY/070.jpg,CASSOWARY,train,71
10319,10319,train/CASSOWARY/071.jpg,CASSOWARY,train,71
10320,10320,train/CASSOWARY/072.jpg,CASSOWARY,train,71
10321,10321,train/CASSOWARY/073.jpg,CASSOWARY,train,71
10322,10322,train/CASSOWARY/074.jpg,CASSOWARY,train,71
10323,10323,train/CASSOWARY/075.jpg,CASSOWARY,train,71
10324,10324,train/CASSOWARY/076.jpg,CASSOWARY,train,71
10325,10325,train/CASSOWARY/077.jpg,CASSOWARY,train,71
10326,10326,train/CASSOWARY/078.jpg,CASSOWARY,train,71
10327,10327,train/CASSOWARY/079.jpg,CASSOWARY,train,71
10328,10328,train/CASSOWARY/080.jpg,CASSOWARY,train,71
10329,10329,train/CASSOWARY/081.jpg,CASSOWARY,train,71
10330,10330,train/CASSOWARY/082.jpg,CASSOWARY,train,71
10331,10331,train/CASSOWARY/083.jpg,CASSOWARY,train,71
10332,10332,train/CASSOWARY/084.jpg,CASSOWARY,train,71
10333,10333,train/CASSOWARY/085.jpg,CASSOWARY,train,71
10334,10334,train/CASSOWARY/086.jpg,CASSOWARY,train,71
10335,10335,train/CASSOWARY/087.jpg,CASSOWARY,train,71
10336,10336,train/CASSOWARY/088.jpg,CASSOWARY,train,71
10337,10337,train/CASSOWARY/089.jpg,CASSOWARY,train,71
10338,10338,train/CASSOWARY/090.jpg,CASSOWARY,train,71
10339,10339,train/CASSOWARY/091.jpg,CASSOWARY,train,71
10340,10340,train/CASSOWARY/092.jpg,CASSOWARY,train,71
10341,10341,train/CASSOWARY/093.jpg,CASSOWARY,train,71
10342,10342,train/CASSOWARY/094.jpg,CASSOWARY,train,71
10343,10343,train/CASSOWARY/095.jpg,CASSOWARY,train,71
10344,10344,train/CASSOWARY/096.jpg,CASSOWARY,train,71
10345,10345,train/CASSOWARY/098.jpg,CASSOWARY,train,71
10346,10346,train/CASSOWARY/099.jpg,CASSOWARY,train,71
10347,10347,train/CASSOWARY/100.jpg,CASSOWARY,train,71
10348,10348,train/CASSOWARY/101.jpg,CASSOWARY,train,71
10349,10349,train/CASSOWARY/102.jpg,CASSOWARY,train,71
10350,10350,train/CASSOWARY/103.jpg,CASSOWARY,train,71
10351,10351,train/CASSOWARY/104.jpg,CASSOWARY,train,71
10352,10352,train/CASSOWARY/105.jpg,CASSOWARY,train,71
10353,10353,train/CASSOWARY/106.jpg,CASSOWARY,train,71
10354,10354,train/CASSOWARY/107.jpg,CASSOWARY,train,71
10355,10355,train/CASSOWARY/108.jpg,CASSOWARY,train,71
10356,10356,train/CASSOWARY/109.jpg,CASSOWARY,train,71
10357,10357,train/CASSOWARY/110.jpg,CASSOWARY,train,71
10358,10358,train/CASSOWARY/111.jpg,CASSOWARY,train,71
10359,10359,train/CASSOWARY/112.jpg,CASSOWARY,train,71
10360,10360,train/CASSOWARY/113.jpg,CASSOWARY,train,71
10361,10361,train/CASSOWARY/114.jpg,CASSOWARY,train,71
10362,10362,train/CASSOWARY/115.jpg,CASSOWARY,train,71
10363,10363,train/CASSOWARY/116.jpg,CASSOWARY,train,71
10364,10364,train/CASSOWARY/117.jpg,CASSOWARY,train,71
10365,10365,train/CASSOWARY/118.jpg,CASSOWARY,train,71
10366,10366,train/CASSOWARY/119.jpg,CASSOWARY,train,71
10367,10367,train/CASSOWARY/120.jpg,CASSOWARY,train,71
10368,10368,train/CEDAR WAXWING/001.jpg,CEDAR WAXWING,train,72
10369,10369,train/CEDAR WAXWING/002.jpg,CEDAR WAXWING,train,72
10370,10370,train/CEDAR WAXWING/003.jpg,CEDAR WAXWING,train,72
10371,10371,train/CEDAR WAXWING/004.jpg,CEDAR WAXWING,train,72
10372,10372,train/CEDAR WAXWING/005.jpg,CEDAR WAXWING,train,72
10373,10373,train/CEDAR WAXWING/006.jpg,CEDAR WAXWING,train,72
10374,10374,train/CEDAR WAXWING/007.jpg,CEDAR WAXWING,train,72
10375,10375,train/CEDAR WAXWING/008.jpg,CEDAR WAXWING,train,72
10376,10376,train/CEDAR WAXWING/009.jpg,CEDAR WAXWING,train,72
10377,10377,train/CEDAR WAXWING/010.jpg,CEDAR WAXWING,train,72
10378,10378,train/CEDAR WAXWING/011.jpg,CEDAR WAXWING,train,72
10379,10379,train/CEDAR WAXWING/012.jpg,CEDAR WAXWING,train,72
10380,10380,train/CEDAR WAXWING/013.jpg,CEDAR WAXWING,train,72
10381,10381,train/CEDAR WAXWING/014.jpg,CEDAR WAXWING,train,72
10382,10382,train/CEDAR WAXWING/015.jpg,CEDAR WAXWING,train,72
10383,10383,train/CEDAR WAXWING/016.jpg,CEDAR WAXWING,train,72
10384,10384,train/CEDAR WAXWING/017.jpg,CEDAR WAXWING,train,72
10385,10385,train/CEDAR WAXWING/018.jpg,CEDAR WAXWING,train,72
10386,10386,train/CEDAR WAXWING/019.jpg,CEDAR WAXWING,train,72
10387,10387,train/CEDAR WAXWING/020.jpg,CEDAR WAXWING,train,72
10388,10388,train/CEDAR WAXWING/021.jpg,CEDAR WAXWING,train,72
10389,10389,train/CEDAR WAXWING/022.jpg,CEDAR WAXWING,train,72
10390,10390,train/CEDAR WAXWING/023.jpg,CEDAR WAXWING,train,72
10391,10391,train/CEDAR WAXWING/024.jpg,CEDAR WAXWING,train,72
10392,10392,train/CEDAR WAXWING/025.jpg,CEDAR WAXWING,train,72
10393,10393,train/CEDAR WAXWING/026.jpg,CEDAR WAXWING,train,72
10394,10394,train/CEDAR WAXWING/027.jpg,CEDAR WAXWING,train,72
10395,10395,train/CEDAR WAXWING/028.jpg,CEDAR WAXWING,train,72
10396,10396,train/CEDAR WAXWING/029.jpg,CEDAR WAXWING,train,72
10397,10397,train/CEDAR WAXWING/030.jpg,CEDAR WAXWING,train,72
10398,10398,train/CEDAR WAXWING/031.jpg,CEDAR WAXWING,train,72
10399,10399,train/CEDAR WAXWING/032.jpg,CEDAR WAXWING,train,72
10400,10400,train/CEDAR WAXWING/033.jpg,CEDAR WAXWING,train,72
10401,10401,train/CEDAR WAXWING/034.jpg,CEDAR WAXWING,train,72
10402,10402,train/CEDAR WAXWING/035.jpg,CEDAR WAXWING,train,72
10403,10403,train/CEDAR WAXWING/036.jpg,CEDAR WAXWING,train,72
10404,10404,train/CEDAR WAXWING/037.jpg,CEDAR WAXWING,train,72
10405,10405,train/CEDAR WAXWING/038.jpg,CEDAR WAXWING,train,72
10406,10406,train/CEDAR WAXWING/039.jpg,CEDAR WAXWING,train,72
10407,10407,train/CEDAR WAXWING/040.jpg,CEDAR WAXWING,train,72
10408,10408,train/CEDAR WAXWING/041.jpg,CEDAR WAXWING,train,72
10409,10409,train/CEDAR WAXWING/042.jpg,CEDAR WAXWING,train,72
10410,10410,train/CEDAR WAXWING/043.jpg,CEDAR WAXWING,train,72
10411,10411,train/CEDAR WAXWING/044.jpg,CEDAR WAXWING,train,72
10412,10412,train/CEDAR WAXWING/045.jpg,CEDAR WAXWING,train,72
10413,10413,train/CEDAR WAXWING/046.jpg,CEDAR WAXWING,train,72
10414,10414,train/CEDAR WAXWING/047.jpg,CEDAR WAXWING,train,72
10415,10415,train/CEDAR WAXWING/048.jpg,CEDAR WAXWING,train,72
10416,10416,train/CEDAR WAXWING/049.jpg,CEDAR WAXWING,train,72
10417,10417,train/CEDAR WAXWING/050.jpg,CEDAR WAXWING,train,72
10418,10418,train/CEDAR WAXWING/051.jpg,CEDAR WAXWING,train,72
10419,10419,train/CEDAR WAXWING/052.jpg,CEDAR WAXWING,train,72
10420,10420,train/CEDAR WAXWING/053.jpg,CEDAR WAXWING,train,72
10421,10421,train/CEDAR WAXWING/054.jpg,CEDAR WAXWING,train,72
10422,10422,train/CEDAR WAXWING/055.jpg,CEDAR WAXWING,train,72
10423,10423,train/CEDAR WAXWING/056.jpg,CEDAR WAXWING,train,72
10424,10424,train/CEDAR WAXWING/057.jpg,CEDAR WAXWING,train,72
10425,10425,train/CEDAR WAXWING/058.jpg,CEDAR WAXWING,train,72
10426,10426,train/CEDAR WAXWING/059.jpg,CEDAR WAXWING,train,72
10427,10427,train/CEDAR WAXWING/060.jpg,CEDAR WAXWING,train,72
10428,10428,train/CEDAR WAXWING/061.jpg,CEDAR WAXWING,train,72
10429,10429,train/CEDAR WAXWING/062.jpg,CEDAR WAXWING,train,72
10430,10430,train/CEDAR WAXWING/063.jpg,CEDAR WAXWING,train,72
10431,10431,train/CEDAR WAXWING/064.jpg,CEDAR WAXWING,train,72
10432,10432,train/CEDAR WAXWING/065.jpg,CEDAR WAXWING,train,72
10433,10433,train/CEDAR WAXWING/066.jpg,CEDAR WAXWING,train,72
10434,10434,train/CEDAR WAXWING/067.jpg,CEDAR WAXWING,train,72
10435,10435,train/CEDAR WAXWING/068.jpg,CEDAR WAXWING,train,72
10436,10436,train/CEDAR WAXWING/069.jpg,CEDAR WAXWING,train,72
10437,10437,train/CEDAR WAXWING/070.jpg,CEDAR WAXWING,train,72
10438,10438,train/CEDAR WAXWING/071.jpg,CEDAR WAXWING,train,72
10439,10439,train/CEDAR WAXWING/072.jpg,CEDAR WAXWING,train,72
10440,10440,train/CEDAR WAXWING/073.jpg,CEDAR WAXWING,train,72
10441,10441,train/CEDAR WAXWING/074.jpg,CEDAR WAXWING,train,72
10442,10442,train/CEDAR WAXWING/075.jpg,CEDAR WAXWING,train,72
10443,10443,train/CEDAR WAXWING/076.jpg,CEDAR WAXWING,train,72
10444,10444,train/CEDAR WAXWING/077.jpg,CEDAR WAXWING,train,72
10445,10445,train/CEDAR WAXWING/078.jpg,CEDAR WAXWING,train,72
10446,10446,train/CEDAR WAXWING/079.jpg,CEDAR WAXWING,train,72
10447,10447,train/CEDAR WAXWING/080.jpg,CEDAR WAXWING,train,72
10448,10448,train/CEDAR WAXWING/081.jpg,CEDAR WAXWING,train,72
10449,10449,train/CEDAR WAXWING/082.jpg,CEDAR WAXWING,train,72
10450,10450,train/CEDAR WAXWING/083.jpg,CEDAR WAXWING,train,72
10451,10451,train/CEDAR WAXWING/084.jpg,CEDAR WAXWING,train,72
10452,10452,train/CEDAR WAXWING/085.jpg,CEDAR WAXWING,train,72
10453,10453,train/CEDAR WAXWING/086.jpg,CEDAR WAXWING,train,72
10454,10454,train/CEDAR WAXWING/087.jpg,CEDAR WAXWING,train,72
10455,10455,train/CEDAR WAXWING/088.jpg,CEDAR WAXWING,train,72
10456,10456,train/CEDAR WAXWING/089.jpg,CEDAR WAXWING,train,72
10457,10457,train/CEDAR WAXWING/090.jpg,CEDAR WAXWING,train,72
10458,10458,train/CEDAR WAXWING/091.jpg,CEDAR WAXWING,train,72
10459,10459,train/CEDAR WAXWING/092.jpg,CEDAR WAXWING,train,72
10460,10460,train/CEDAR WAXWING/093.jpg,CEDAR WAXWING,train,72
10461,10461,train/CEDAR WAXWING/094.jpg,CEDAR WAXWING,train,72
10462,10462,train/CEDAR WAXWING/095.jpg,CEDAR WAXWING,train,72
10463,10463,train/CEDAR WAXWING/096.jpg,CEDAR WAXWING,train,72
10464,10464,train/CEDAR WAXWING/097.jpg,CEDAR WAXWING,train,72
10465,10465,train/CEDAR WAXWING/098.jpg,CEDAR WAXWING,train,72
10466,10466,train/CEDAR WAXWING/099.jpg,CEDAR WAXWING,train,72
10467,10467,train/CEDAR WAXWING/100.jpg,CEDAR WAXWING,train,72
10468,10468,train/CEDAR WAXWING/101.jpg,CEDAR WAXWING,train,72
10469,10469,train/CEDAR WAXWING/102.jpg,CEDAR WAXWING,train,72
10470,10470,train/CEDAR WAXWING/103.jpg,CEDAR WAXWING,train,72
10471,10471,train/CEDAR WAXWING/104.jpg,CEDAR WAXWING,train,72
10472,10472,train/CEDAR WAXWING/105.jpg,CEDAR WAXWING,train,72
10473,10473,train/CEDAR WAXWING/106.jpg,CEDAR WAXWING,train,72
10474,10474,train/CEDAR WAXWING/107.jpg,CEDAR WAXWING,train,72
10475,10475,train/CEDAR WAXWING/108.jpg,CEDAR WAXWING,train,72
10476,10476,train/CEDAR WAXWING/109.jpg,CEDAR WAXWING,train,72
10477,10477,train/CEDAR WAXWING/110.jpg,CEDAR WAXWING,train,72
10478,10478,train/CEDAR WAXWING/111.jpg,CEDAR WAXWING,train,72
10479,10479,train/CEDAR WAXWING/112.jpg,CEDAR WAXWING,train,72
10480,10480,train/CEDAR WAXWING/113.jpg,CEDAR WAXWING,train,72
10481,10481,train/CEDAR WAXWING/114.jpg,CEDAR WAXWING,train,72
10482,10482,train/CEDAR WAXWING/115.jpg,CEDAR WAXWING,train,72
10483,10483,train/CEDAR WAXWING/116.jpg,CEDAR WAXWING,train,72
10484,10484,train/CEDAR WAXWING/117.jpg,CEDAR WAXWING,train,72
10485,10485,train/CEDAR WAXWING/118.jpg,CEDAR WAXWING,train,72
10486,10486,train/CEDAR WAXWING/119.jpg,CEDAR WAXWING,train,72
10487,10487,train/CEDAR WAXWING/120.jpg,CEDAR WAXWING,train,72
10488,10488,train/CEDAR WAXWING/121.jpg,CEDAR WAXWING,train,72
10489,10489,train/CEDAR WAXWING/122.jpg,CEDAR WAXWING,train,72
10490,10490,train/CEDAR WAXWING/123.jpg,CEDAR WAXWING,train,72
10491,10491,train/CEDAR WAXWING/124.jpg,CEDAR WAXWING,train,72
10492,10492,train/CEDAR WAXWING/125.jpg,CEDAR WAXWING,train,72
10493,10493,train/CEDAR WAXWING/126.jpg,CEDAR WAXWING,train,72
10494,10494,train/CEDAR WAXWING/127.jpg,CEDAR WAXWING,train,72
10495,10495,train/CEDAR WAXWING/128.jpg,CEDAR WAXWING,train,72
10496,10496,train/CEDAR WAXWING/129.jpg,CEDAR WAXWING,train,72
10497,10497,train/CEDAR WAXWING/130.jpg,CEDAR WAXWING,train,72
10498,10498,train/CEDAR WAXWING/131.jpg,CEDAR WAXWING,train,72
10499,10499,train/CEDAR WAXWING/132.jpg,CEDAR WAXWING,train,72
10500,10500,train/CEDAR WAXWING/133.jpg,CEDAR WAXWING,train,72
10501,10501,train/CEDAR WAXWING/134.jpg,CEDAR WAXWING,train,72
10502,10502,train/CEDAR WAXWING/135.jpg,CEDAR WAXWING,train,72
10503,10503,train/CEDAR WAXWING/136.jpg,CEDAR WAXWING,train,72
10504,10504,train/CEDAR WAXWING/137.jpg,CEDAR WAXWING,train,72
10505,10505,train/CEDAR WAXWING/138.jpg,CEDAR WAXWING,train,72
10506,10506,train/CEDAR WAXWING/139.jpg,CEDAR WAXWING,train,72
10507,10507,train/CEDAR WAXWING/140.jpg,CEDAR WAXWING,train,72
10508,10508,train/CEDAR WAXWING/141.jpg,CEDAR WAXWING,train,72
10509,10509,train/CEDAR WAXWING/142.jpg,CEDAR WAXWING,train,72
10510,10510,train/CEDAR WAXWING/143.jpg,CEDAR WAXWING,train,72
10511,10511,train/CEDAR WAXWING/144.jpg,CEDAR WAXWING,train,72
10512,10512,train/CEDAR WAXWING/145.jpg,CEDAR WAXWING,train,72
10513,10513,train/CEDAR WAXWING/146.jpg,CEDAR WAXWING,train,72
10514,10514,train/CEDAR WAXWING/147.jpg,CEDAR WAXWING,train,72
10515,10515,train/CEDAR WAXWING/148.jpg,CEDAR WAXWING,train,72
10516,10516,train/CEDAR WAXWING/149.jpg,CEDAR WAXWING,train,72
10517,10517,train/CEDAR WAXWING/150.jpg,CEDAR WAXWING,train,72
10518,10518,train/CEDAR WAXWING/151.jpg,CEDAR WAXWING,train,72
10519,10519,train/CEDAR WAXWING/152.jpg,CEDAR WAXWING,train,72
10520,10520,train/CEDAR WAXWING/153.jpg,CEDAR WAXWING,train,72
10521,10521,train/CEDAR WAXWING/154.jpg,CEDAR WAXWING,train,72
10522,10522,train/CEDAR WAXWING/155.jpg,CEDAR WAXWING,train,72
10523,10523,train/CEDAR WAXWING/156.jpg,CEDAR WAXWING,train,72
10524,10524,train/CEDAR WAXWING/157.jpg,CEDAR WAXWING,train,72
10525,10525,train/CEDAR WAXWING/158.jpg,CEDAR WAXWING,train,72
10526,10526,train/CEDAR WAXWING/159.jpg,CEDAR WAXWING,train,72
10527,10527,train/CEDAR WAXWING/160.jpg,CEDAR WAXWING,train,72
10528,10528,train/CEDAR WAXWING/161.jpg,CEDAR WAXWING,train,72
10529,10529,train/CEDAR WAXWING/162.jpg,CEDAR WAXWING,train,72
10530,10530,train/CEDAR WAXWING/163.jpg,CEDAR WAXWING,train,72
10531,10531,train/CEDAR WAXWING/164.jpg,CEDAR WAXWING,train,72
10532,10532,train/CEDAR WAXWING/165.jpg,CEDAR WAXWING,train,72
10533,10533,train/CEDAR WAXWING/166.jpg,CEDAR WAXWING,train,72
10534,10534,train/CEDAR WAXWING/167.jpg,CEDAR WAXWING,train,72
10535,10535,train/CEDAR WAXWING/168.jpg,CEDAR WAXWING,train,72
10536,10536,train/CEDAR WAXWING/169.jpg,CEDAR WAXWING,train,72
10537,10537,train/CEDAR WAXWING/170.jpg,CEDAR WAXWING,train,72
10538,10538,train/CEDAR WAXWING/171.jpg,CEDAR WAXWING,train,72
10539,10539,train/CEDAR WAXWING/172.jpg,CEDAR WAXWING,train,72
10540,10540,train/CEDAR WAXWING/173.jpg,CEDAR WAXWING,train,72
10541,10541,train/CEDAR WAXWING/174.jpg,CEDAR WAXWING,train,72
10542,10542,train/CEDAR WAXWING/175.jpg,CEDAR WAXWING,train,72
10543,10543,train/CEDAR WAXWING/176.jpg,CEDAR WAXWING,train,72
10544,10544,train/CEDAR WAXWING/177.jpg,CEDAR WAXWING,train,72
10545,10545,train/CEDAR WAXWING/178.jpg,CEDAR WAXWING,train,72
10546,10546,train/CEDAR WAXWING/179.jpg,CEDAR WAXWING,train,72
10547,10547,train/CEDAR WAXWING/180.jpg,CEDAR WAXWING,train,72
10548,10548,train/CERULEAN WARBLER/001.jpg,CERULEAN WARBLER,train,73
10549,10549,train/CERULEAN WARBLER/002.jpg,CERULEAN WARBLER,train,73
10550,10550,train/CERULEAN WARBLER/003.jpg,CERULEAN WARBLER,train,73
10551,10551,train/CERULEAN WARBLER/004.jpg,CERULEAN WARBLER,train,73
10552,10552,train/CERULEAN WARBLER/005.jpg,CERULEAN WARBLER,train,73
